Date,opening_price,highest_price,lowest_price,closing_price,transactions_in_blockchain,avg_block_size,sent_by_adress,avg_mining_difficulty,avg_hashrate,mining_profitability,sent_coins_in_usd,avg_transaction_fees,median_transaction_fees,avg_block_time,avg_transaction_value,median_transaction_value,tweets,google_trends,active_addresses,top100_to_total_percentage,avg_fee_to_reward,number_of_coins_in_circulation,miner_revenue,next_day_closing_price
2015-02-27,238.5,249.0,234.01,236.84,101322,375526,165277,46684376317,357324747723937152,2.672,355820188,0.0356,0.025,9.474,3649,66.544,30545,6.961,212728,20.893,0.378,13885625.0,1068531.12624588,252.78
2015-02-28,240.0,256.15,236.16,252.78,89490,442024,177143,46684376317,339304176751671296,2.654,138846445,0.0381,0.0253,10.141,1728,47.321,20811,6.535,257135,20.878,0.379,13893000.0,931320.72,253.47
2015-03-01,240.0,254.56,240.0,253.47,88588,394651,158849,46684376317,340424642827311104,2.596,302898873,0.0397,0.0251,10.286,3613,43.775,18895,6.961,242022,20.869,0.398,13896750.0,993508.46,258.34
2015-03-02,252.0,269.0,245.0,258.34,104779,408464,177855,46684376317,332655060469045120,3.129,474379907,0.0386,0.0262,9.114,4817,70.813,23297,7.672,247908,20.928,0.389,13897425.0,1277153.04012241,274.93
2015-03-03,268.0,277.0,255.0,274.93,110823,406256,183413,46684376317,370659594151624704,2.946,273582143,0.0389,0.0275,9.114,2704,80.431,25764,8.098,227726,20.887,0.395,13904525.0,1109701.0,281.0
2015-03-04,258.87,284.95,258.87,281.0,98389,401626,164846,46684376317,359619613021624960,2.726,218221844,0.0412,0.0279,10.286,2506,72.136,25007,8.24,212540,21.009,0.414,13907375.0,760764.32,270.78
2015-03-05,257.0,283.88,257.0,270.78,100983,476817,176323,46684376317,299948994002450880,2.989,254245311,0.0399,0.027,10.909,3016,69.176,24174,7.956,217668,20.905,0.45,13911325.0,1112274.88396849,273.09
2015-03-06,269.0,280.5,260.0,273.09,93721,391597,157663,46684376317,339569113114506176,2.986,196051262,0.0488,0.0273,9.73,2367,67.324,22774,8.808,199743,20.964,0.452,13909325.0,975886.54,272.68
2015-03-07,260.0,276.46,260.0,272.68,91365,387418,159244,46684376317,328769714323935232,2.92,246481150,0.0391,0.0273,10.286,3383,38.554,19322,9.092,221589,20.826,0.373,13918750.0,1071653.31,276.71
2015-03-08,265.0,279.48,260.0,276.71,87371,351826,147670,46832059250,352832490187145664,3.052,578569184,0.0416,0.0275,9.231,7081,40.197,19396,7.956,240101,20.207,0.338,13922050.0,1263093.90388293,275.0
2015-03-09,260.0,285.0,260.0,275.0,105392,446131,168692,47427554951,349775517756638720,2.915,284186696,0.0421,0.0282,10,3057,63.57,23937,7.814,221696,20.142,0.435,13921125.0,1114781.46,287.12
2015-03-10,264.0,291.0,264.0,287.12,105389,400425,171585,47427554951,334104788680366784,3.355,297224719,0.0428,0.0294,9.474,3101,73.259,28378,8.098,213590,20.11,0.403,13929975.0,1221552.85,290.0
2015-03-11,279.0,296.8,276.0,290.0,100611,407237,167407,47427554951,387009419587123840,2.936,233195097,0.0448,0.0294,9.351,2593,62.673,25733,8.098,212937,20.153,0.397,13933300.0,1368494.2516486,296.54
2015-03-12,289.0,296.79,276.0,296.54,96964,461758,160152,47427554951,328289122083858624,2.948,240601941,0.0425,0.0294,10.992,3205,74.505,24527,7.814,218708,20.07,0.426,13933075.0,1009810.88,295.31
2015-03-13,276.0,301.0,275.11,295.31,95890,373266,160382,47427554951,327868338090048192,3.252,237022067,0.0416,0.0291,9.863,2860,63.334,25574,7.672,213190,20.074,0.375,13940125.0,955514.02,283.25
2015-03-14,275.11,295.66,275.1,283.25,89380,394078,163265,47427554951,329395011680886592,2.828,210481203,0.0392,0.0283,10.992,2569,48.716,21952,7.388,227452,20.062,0.376,13943800.0,1051243.33341914,282.01
2015-03-15,275.1,287.69,275.1,282.01,84791,350185,146141,47427554951,327398023092139968,3.11,148643370,0.0401,0.0284,10.07,1896,40.543,24161,7.388,224994,20.066,0.334,13944525.0,956704.32,286.75
2015-03-16,301.0,301.0,275.0,286.75,105079,430378,168697,47427554951,334400729832607488,3.035,247299999,0.0419,0.0291,10.36,2572,67.073,24071,7.245,233048,20.079,0.434,13950650.0,1030114.78,289.27
2015-03-17,275.0,294.26,275.0,289.27,99433,411409,154525,47427554951,321643691858967552,2.886,200746354,0.041,0.0289,11.25,2262,68.281,36584,7.245,199924,20.08,0.439,13954175.0,1118080.70032732,282.8
2015-03-18,275.0,292.99,262.09,282.8,99454,377539,153327,47427554951,332111160342812928,3.164,389867438,0.0417,0.0274,9.412,4081,66.551,24807,7.388,208171,20.061,0.395,13957750.0,935886.42,256.45
2015-03-19,267.01,284.0,248.82,256.45,106160,457056,156861,47427554951,344433072118044992,2.569,251845828,0.0399,0.0257,10.511,2703,50.467,31393,7.53,233476,20.052,0.48,13956200.0,919951.8,261.81
2015-03-20,254.9,267.98,249.0,261.81,103200,409902,157817,47427554951,325342864173216384,2.738,193127530,0.0406,0.0261,10.667,2053,51.893,26773,7.103,208275,20.086,0.472,13964850.0,945367.378745339,261.96
2015-03-21,263.56,265.27,254.69,261.96,92685,345385,151855,47427554951,334785720067713024,2.935,143749154,0.0371,0.0259,9.536,1787,44.972,23297,7.245,216035,20.049,0.351,13968175.0,869288.5,260.0
2015-03-22,265.14,267.52,256.25,260.0,90444,390409,150597,47417554876,319357698142332480,2.921,113442708,0.038,0.0262,10.141,1425,41.287,27846,6.393,230921,20.057,0.369,13967750.0,1015589.19,267.74
2015-03-23,270.33,274.3,259.24,267.74,105874,416053,163558,46717549645,349076011592994944,2.788,211939794,0.0443,0.0267,9.931,2270,58.372,34762,7.814,225657,20.121,0.483,13976150.0,1149817.6092931,265.94
2015-03-24,263.02,271.6,242.53,265.94,92754,292723,149652,46717549645,383484795237384320,2.898,224034658,0.0378,0.0256,8.324,2642,68.294,31576,7.245,187401,20.048,0.316,13980300.0,1023257.2,245.0
2015-03-25,273.0,273.0,241.84,245.0,96976,312471,152522,46717549645,386897965252527808,2.571,228548291,0.0398,0.0245,8.889,2692,59.762,35297,7.103,186538,20.081,0.389,13979375.0,942153.22,246.94
2015-03-26,251.37,251.37,236.4,246.94,101033,367955,153546,46717549645,354792571367392256,2.607,222736248,0.0358,0.0249,9.73,2428,50.62,37079,6.819,194291,20.086,0.392,13988325.0,1128027.22590663,249.23
2015-03-27,253.22,253.75,242.92,249.23,99320,301023,159205,46717549645,386983917156488448,2.742,225708740,0.0348,0.0247,8.421,2488,59.352,36691,6.109,205875,20.14,0.326,13992075.0,946218.24,247.94
2015-03-28,243.68,258.88,243.68,247.94,87226,341812,145976,46717549645,363286583772694016,2.568,141246342,0.0363,0.0251,9.73,1814,44.114,31697,5.967,207973,20.127,0.34,13990975.0,924217.35,252.87
2015-03-29,252.07,253.83,247.25,252.87,90363,352642,151304,46717549645,349825920606266752,2.689,122699892,0.0346,0.0245,9.412,1527,37.739,31897,5.967,255323,20.17,0.333,13999400.0,1110135.86666338,242.0
2015-03-30,242.53,254.35,239.96,242.0,106213,415388,170979,46717549645,331645072787675776,2.635,187462409,0.0357,0.0245,10.141,1966,55.32,38669,7.103,227390,20.091,0.434,14003125.0,908277.88,247.95
2015-03-31,253.54,253.73,236.52,247.95,114961,400338,182741,46717549645,347613951643670720,2.658,186196457,0.0348,0.0245,9.6,1796,62.849,35388,6.961,224920,20.093,0.433,14002650.0,865953.6,244.24
2015-04-01,239.87,250.0,238.55,244.24,119211,469287,189246,46717549645,325634581194602560,2.477,235324696,0.0343,0.0243,10.909,2207,63.996,34237,7.149,229694,20.067,0.508,14010350.0,942541.77656054,246.69
2015-04-02,245.48,255.0,229.0,246.69,111904,367106,173673,46717549645,344519968949135872,3.001,170169948,0.0348,0.0248,8.675,1766,54.615,29264,7.142,223833,20.043,0.377,14014125.0,963883.71,253.28
2015-04-03,253.5,256.96,244.52,253.28,104400,409758,157660,46717549645,364985879476923328,2.546,166985185,0.0363,0.0254,9.863,1767,46.218,30317,6.828,209347,20.039,0.408,14014375.0,980821.05,254.19
2015-04-04,252.59,256.67,249.0,254.19,89498,339936,158168,46717549645,352322684405100480,2.753,104429286,0.0388,0.0253,9.412,1287,36.746,27885,6.294,226012,20.035,0.359,14021750.0,1205590.6290449,253.7
2015-04-05,252.08,262.67,250.76,253.7,94875,377902,148869,48985437809,362381921138255616,2.614,99471964,0.0399,0.0255,9.73,1204,30.305,29227,6.28,245550,20.036,0.4,14024975.0,825228.0,260.54
2015-04-06,253.6,261.0,251.65,260.54,107323,468839,163877,49446390688,345332670176198720,2.362,166025070,0.0386,0.0258,11.429,1764,46.714,29046,6.865,212142,20.039,0.509,14028950.0,1019620.68,255.58
2015-04-07,253.88,262.98,252.1,255.58,108562,393919,176736,49446390688,350785852718678976,2.753,177885926,0.0366,0.0253,9.474,1821,59.588,29994,6.957,224249,20.072,0.412,14026225.0,1229555.75469383,253.72
2015-04-08,251.48,268.0,245.69,253.72,110626,462300,177553,49446390688,322226983101538944,2.422,208070460,0.0363,0.0248,11.52,2045,56.799,37076,7.028,226507,20.141,0.515,14035500.0,879723.18,244.58
2015-04-09,245.56,269.0,240.88,244.58,116487,439114,169873,49446390688,341247635156977088,2.387,188289682,0.0395,0.0244,10.827,1832,48.257,37353,7.227,212844,20.082,0.565,14039050.0,843606.09,243.43
2015-04-10,243.56,249.9,99.0,243.43,112674,375255,179121,49446390688,336436081666972224,2.706,200713817,0.0587,0.0238,9.474,2144,48.587,28657,6.622,229858,20.104,0.727,14038050.0,1125051.63652566,235.99
2015-04-11,233.16,249.9,230.1,235.99,99289,392162,172843,49446390688,361827206567274240,2.293,126893583,0.0395,0.0236,10.286,1463,40.789,27225,6.466,242787,20.095,0.473,14045875.0,808298.64,236.15
2015-04-12,234.87,239.42,230.1,236.15,86871,371230,146249,49446390688,343471898854128640,2.208,94714318,0.0383,0.0236,11.25,1283,44.583,25877,6.087,224823,20.111,0.439,14049400.0,800004.6,236.5
2015-04-13,232.05,246.0,230.1,236.5,115251,413985,179393,49446390688,328593657298015104,2.769,189677577,0.0348,0.0232,9.231,1853,46.642,29205,6.75,234221,20.137,0.442,14049725.0,1080582.91452837,223.15
2015-04-14,234.0,236.9,213.72,223.15,110001,396289,171357,49446390688,389569122088827328,2.113,195238795,0.032,0.022,9.664,1967,55.352,30124,7.234,221713,20.173,0.429,14056425.0,676586.4,215.8
2015-04-15,219.91,225.14,210.0,215.8,107484,448300,153666,49446390688,321274467256804800,2.107,156843165,0.0318,0.0221,11.803,1666,48.324,28598,6.544,196875,20.253,0.505,14059875.0,795633.3,222.88
2015-04-16,226.26,229.58,214.05,222.88,98908,365081,155134,49446390688,335681372520515968,2.338,238334172,0.0321,0.0227,10.435,2681,61.478,34517,6.395,197969,20.251,0.406,14063225.0,927077.299737437,227.5
2015-04-17,224.79,229.67,222.44,227.5,102629,422673,154039,49446390688,319269569375139584,2.222,231927323,0.032,0.0224,11.429,2524,65.202,28275,6.152,203462,20.255,0.464,14061325.0,742104.16,222.6
2015-04-18,221.66,228.29,220.0,222.6,97563,367964,159750,49446390688,333801959028108288,2.441,142307033,0.0304,0.0222,9.863,1785,44.149,25659,5.874,228097,20.26,0.364,14069950.0,770156.64,223.4
2015-04-19,225.5,225.5,220.32,223.4,90989,367698,146884,48876651531,352964561539997952,2.309,196062196,0.032,0.0224,9.931,2486,55.409,26993,5.925,247178,20.256,0.358,14074100.0,1081326.8690184,222.54
2015-04-20,223.58,229.51,221.91,222.54,116592,392264,166837,47610564513,350148288527554880,2.472,255660602,0.0327,0.0224,9.351,2523,64.105,28470,6.388,215745,20.263,0.441,14073025.0,897496.08,224.3
2015-04-21,223.58,233.0,221.43,224.3,112349,381064,169429,47610564513,386170792527919808,2.247,248647718,0.031,0.0226,9.412,2558,95.215,32701,6.551,219285,20.267,0.402,14081650.0,852287.94,235.74
2015-04-22,238.37,238.37,223.91,235.74,111726,393174,177037,47610564513,348313884913051584,2.578,274396490,0.0334,0.0235,9.474,2735,93.497,30895,6.879,234072,20.303,0.416,14085100.0,1041849.93641138,233.45
2015-04-23,230.57,238.64,229.1,233.45,109708,457727,175196,47610564513,337444315330905152,2.268,217196137,0.0339,0.0234,11.077,2432,100.695,30202,7.149,225166,20.308,0.486,14084750.0,696484.88,235.98
2015-04-24,231.65,236.22,223.58,235.98,108652,493264,166332,47610564513,297419728376740288,2.426,259115129,0.0333,0.0232,11.613,2770,91.53,35266,6.145,228809,20.333,0.501,14091950.0,902741.4,230.24
2015-04-25,223.58,236.0,223.58,230.24,98302,328604,172392,47610564513,350553779151970240,2.72,187171040,0.231,0.0228,8.834,2162,70.499,25715,6.01,241857,20.342,2.384,14095675.0,1138632.77753551,226.12
2015-04-26,223.58,232.29,206.56,226.12,92855,378635,157309,47610564513,362048281824178688,2.184,218630487,0.0317,0.0219,10,2575,66.573,36471,6.324,240232,20.339,0.372,14096275.0,771274.35,219.52
2015-04-27,219.01,227.26,214.24,219.52,113638,436369,174516,47610564513,327150140603583616,2.325,258624207,0.0306,0.0221,10.511,2636,71.731,39066,6.395,212883,20.374,0.458,14103050.0,877280.4,227.23
2015-04-28,227.0,229.93,217.52,227.23,113040,386005,171000,47610564513,353625889448010816,2.45,263990160,0.0322,0.0226,9.412,2641,69.458,31957,6.131,227516,20.417,0.421,14106275.0,997245.566561662,225.16
2015-04-29,227.0,227.56,221.45,225.16,117133,494971,178336,47610564513,324131116485380992,2.217,260418894,0.0324,0.0225,11.339,2484,66.086,30639,6.53,222760,20.387,0.529,14109600.0,785569.33,225.48
2015-04-30,227.0,255.0,221.81,225.48,112824,438382,170713,47610564513,311537139254898432,2.502,245907048,0.0343,0.0232,10.746,2523,73.192,29720,7.078,213080,20.398,0.498,14107825.0,861356.7,236.2
2015-05-01,242.0,243.43,224.6,236.2,99412,338543,150859,47610564513,339184875993945280,2.574,256967602,0.0325,0.0235,9.73,2898,64.102,27237,6.553,192024,20.409,0.37,14116950.0,1029919.5580613,231.0
2015-05-02,235.0,239.23,230.51,231.0,94955,371317,172636,47610564513,349589858481993536,2.473,174079194,0.0345,0.0234,9.796,2070,42.784,25012,5.396,245895,20.405,0.38,14120400.0,832645.62,233.83
2015-05-03,235.0,239.4,229.87,233.83,84461,345736,141423,47618947536,340080635273990784,2.491,166049188,0.035,0.024,10.213,2341,65.156,27042,5.653,223715,20.436,0.35,14119650.0,782431.21,239.0
2015-05-04,235.53,242.25,232.31,239.0,103872,437712,164934,47643398018,325240756490105536,2.374,266237585,0.0349,0.024,11.25,2878,64.556,29448,6.039,223246,20.449,0.47,14127550.0,901989.777103338,238.34
2015-05-05,233.18,242.2,229.69,238.34,115194,385676,179685,47643398018,338404708439530688,2.691,258413949,0.0334,0.0236,9.351,2481,66.058,27820,6.424,229254,20.432,0.423,14131125.0,846721.89,235.12
2015-05-06,229.74,240.0,225.0,235.12,111572,363211,182561,47643398018,358447739250354176,2.645,250729990,0.0332,0.0235,8.944,2547,73.471,29624,5.268,236612,20.425,0.391,14131300.0,945553.59,228.49
2015-05-07,226.0,235.94,225.0,228.49,110984,420807,179390,47643398018,368686157742786944,2.23,271768113,0.0335,0.0232,10.213,2747,73.854,27526,6.553,226813,20.404,0.452,14138850.0,879719.261384585,236.87
2015-05-08,240.0,249.53,227.35,236.87,108995,399658,201039,47643398018,348400789029834112,2.595,232297259,0.0365,0.024,9.6,2427,64.586,25655,6.553,259557,20.444,0.441,14142000.0,762777.12,243.2
2015-05-09,239.81,249.53,235.29,243.2,94587,381245,144075,47643398018,318019680490203520,2.471,192389560,0.0342,0.0243,11.163,2270,50.791,23791,5.653,208685,20.492,0.413,14145225.0,775494.0,241.96
2015-05-10,246.25,247.01,238.62,241.96,89280,422232,147107,47643398018,308970069208339456,2.532,205791987,0.0421,0.0241,11.163,2600,75.084,31503,6.039,246058,20.494,0.482,14143000.0,966831.312930865,239.13
2015-05-11,225.0,246.25,225.0,239.13,111216,393377,180047,47643398018,343273151106269248,2.791,251911416,0.0376,0.0241,9.114,2592,104.683,32317,6.424,230288,20.53,0.437,14152900.0,957828.66,241.3
2015-05-12,239.07,244.9,237.99,241.3,109951,402642,184711,47643398018,380357347781097984,2.391,228345122,0.0353,0.0241,9.6,2304,101.083,30635,6.167,235435,20.53,0.427,14156950.0,986656.8,241.03
2015-05-13,239.4,242.0,237.54,241.03,108696,355154,169593,47643398018,365959033285215232,2.691,245530950,0.0345,0.0242,8.889,2473,77.334,30934,6.424,216301,20.553,0.381,14154775.0,1209740.0246009,235.97
2015-05-14,240.77,249.53,235.06,235.97,101430,339196,164513,47643398018,361406853896806080,2.527,224246927,0.0328,0.0236,9.351,2431,68.751,31708,7.837,208330,20.615,0.364,14164575.0,983664.0,237.13
2015-05-15,243.27,254.0,232.22,237.13,105013,369920,167227,47643398018,370665830718603200,2.362,197520469,0.0342,0.0237,9.796,2138,61.583,42997,6.424,216294,20.626,0.41,14167775.0,760292.19,237.37
2015-05-16,244.0,253.0,235.12,237.37,90554,388937,164979,47643398018,328833565633985792,2.387,155321972,0.0343,0.0237,10.909,1998,46.832,32407,6.296,240984,20.607,0.396,14166825.0,893513.609002344,235.66
2015-05-17,243.5,250.0,234.0,235.66,86991,311769,142671,48228846401,378422020974885824,2.683,125864615,0.0356,0.0237,8.421,1723,48.204,32810,6.681,234513,20.602,0.306,14175525.0,813151.55,235.97
2015-05-18,240.5,245.5,234.15,235.97,98434,375173,162529,48807487245,350891153002471616,2.432,198145051,0.0356,0.0236,10,2248,66.828,34624,6.81,217706,20.63,0.411,14178925.0,792416.6,232.87
2015-05-19,242.0,260.0,230.5,232.87,107216,450267,175886,48807487245,340933971803423424,2.232,251345877,0.0341,0.0233,11.077,2598,116.615,34750,6.553,225297,20.625,0.481,14178425.0,818617.777220403,231.4
2015-05-20,240.0,244.0,230.86,231.4,106743,390266,176569,48807487245,331919978769230592,2.558,225175064,0.0329,0.0233,9.931,2396,105.549,30108,7.067,227770,20.638,0.414,14186300.0,906004.0,234.43
2015-05-21,233.15,234.86,230.84,234.43,98147,334261,165784,48807487245,375075429909414272,2.438,190262110,0.0347,0.0235,9.29,2309,104.25,27578,6.553,210284,20.628,0.373,14189850.0,857382.5,235.0
2015-05-22,232.53,237.41,232.53,235.0,102632,412091,166780,48807487245,345677646703151104,2.376,258002974,0.0354,0.0237,10.435,3054,97.448,29926,6.553,220985,20.691,0.443,14189975.0,908597.137475951,238.99
2015-05-23,240.0,242.0,232.92,238.99,86167,433508,143152,48807487245,325338690362010368,2.075,194926553,0.0355,0.024,12.857,2683,80.779,27166,6.681,197780,20.642,0.454,14196375.0,850507.02,237.76
2015-05-24,241.95,243.0,235.66,237.76,93898,398798,162056,48807487245,303295840798573568,2.897,140052844,0.0345,0.024,9.863,1857,48.954,27968,6.553,264521,20.633,0.37,14199975.0,851874.75,239.22
2015-05-25,236.92,242.0,234.16,239.22,105945,425687,170176,48807487245,363694162030047680,2.323,179750750,0.035,0.0239,10.213,2127,71.826,30637,5.653,219351,20.626,0.439,14203350.0,932241.661014417,235.59
2015-05-26,240.0,241.62,233.1,235.59,108240,419028,177701,48807487245,332258476056569024,2.585,200976331,0.0396,0.0237,10,2238,79.237,34578,6.938,234659,20.635,0.5,14201525.0,855635.0,235.71
2015-05-27,235.67,241.0,234.0,235.71,107951,437825,176273,48807487245,342918452926160448,2.4,239181661,0.0352,0.0237,10.435,2550,78.976,29218,6.424,226335,20.62,0.462,14210275.0,784167.68,235.17
2015-05-28,240.0,241.73,234.0,235.17,110848,452825,175511,48807487245,328229097231896640,2.397,207657402,0.0348,0.0237,10.909,2175,78.596,23591,5.782,224433,20.615,0.491,14214200.0,803899.965142772,236.46
2015-05-29,238.51,243.0,234.87,236.46,123898,422172,183934,48807487245,367610080977874560,2.492,227855998,0.0341,0.0237,9.351,2086,52.439,24045,6.938,261835,20.606,0.462,14213100.0,720632.16,236.03
2015-05-30,237.35,238.0,234.0,236.03,127665,479982,197467,48807487245,316877217771892032,2.526,187744811,0.0313,0.0234,10.588,1673,28.517,23844,8.223,287493,20.599,0.499,14220975.0,855431.6,232.11
2015-05-31,234.33,241.0,231.0,232.11,98636,379627,175026,48535929332,350674610187775616,2.477,179654704,0.0929,0.0232,9.73,2237,79.132,24048,7.195,266426,20.621,1.057,14224400.0,926865.371505693,228.91
2015-06-01,233.0,239.98,228.0,228.91,128564,531003,212209,47589591154,344316776656508160,2.193,253771254,0.0384,0.0227,10.909,2756,110.615,27087,6.424,270870,20.649,0.654,14224675.0,824901.27,223.51
2015-06-02,230.84,235.0,220.65,223.51,128057,468759,210342,47589591154,329154384855459200,2.567,234154735,0.0325,0.0224,9.6,2519,106.245,28566,6.81,271030,20.626,0.493,14231600.0,807176.43,225.18
2015-06-03,225.0,233.0,221.34,225.18,127458,471771,205703,47589591154,354623345374133504,2.275,247037476,0.032,0.0226,10.141,2503,85.82,34732,6.681,252042,20.581,0.506,14235150.0,860046.112515177,224.27
2015-06-04,229.0,229.0,222.57,224.27,118205,432548,192952,47589591154,331429159898225600,2.409,228411807,0.0321,0.0225,10.213,2378,77.833,76661,6.938,236357,20.565,0.476,14238700.0,799318.9,222.99
2015-06-05,225.0,229.0,222.0,222.99,110063,421808,182841,47589591154,343466562455547712,2.267,245898550,0.0325,0.0225,10.435,3009,103.966,28700,6.167,236970,20.557,0.46,14236225.0,906939.6,224.4
